"Description","Start Time","End Time","Timestep","Iterations","Courant Number","Gravitational Constant","Number of Particles","mass_1","qx_1","qy_1","qz_1","px_1","py_1","pz_1","mass_2","qx_2","qy_2","qz_2","px_2","py_2","pz_2"
"CMScatter_b_424",0,2.0371677617758379492507648e25,2.037167761775838101504e21,0,0.001,1,2,0,-1.0185838808879189746253824e25,-1.01858388088791891968e20,0,0.5,0,0,0,1.0185838808879189746253824e25,1.01858388088791891968e20,0,-0.5,0,0
"CMScatter_b_425",0,2.2629481972231859620282368e25,2.262948197223186038784e21,0,0.001,1,2,0,-1.1314740986115929810141184e25,-1.13147409861159305216e20,0,0.5,0,0,0,1.1314740986115929810141184e25,1.13147409861159305216e20,0,-0.5,0,0
"CMScatter_b_426",0,2.5137520038367630591000576e25,2.513752003836763439104e21,0,0.001,1,2,0,-1.2568760019183815295500288e25,-1.25687600191838142464e20,0,0.5,0,0,0,1.2568760019183815295500288e25,1.25687600191838142464e20,0,-0.5,0,0
"CMScatter_b_427",0,2.7923525357527775399903232e25,2.792352535752777662464e21,0,0.001,1,2,0,-1.3961762678763887699951616e25,-1.396176267876388864e20,0,0.5,0,0,0,1.3961762678763887699951616e25,1.396176267876388864e20,0,-0.5,0,0
"CMScatter_b_428",0,3.1018305194879929498468352e25,3.10183051948799295488e21,0,0.001,1,2,0,-1.5509152597439964749234176e25,-1.55091525974399647744e20,0,0.5,0,0,0,1.5509152597439964749234176e25,1.55091525974399647744e20,0,-0.5,0,0
"CMScatter_b_429",0,3.445608120191520482525184e25,3.44560812019152060416e21,0,0.001,1,2,0,-1.722804060095760241262592e25,-1.72280406009576030208e20,0,0.5,0,0,0,1.722804060095760241262592e25,1.72280406009576030208e20,0,-0.5,0,0
"CMScatter_b_430",0,3.8274867834782418963791872e25,3.827486783478241951744e21,0,0.001,1,2,0,-1.9137433917391209481895936e25,-1.9137433917391208448e20,0,0.5,0,0,0,1.9137433917391209481895936e25,1.9137433917391208448e20,0,-0.5,0,0
"CMScatter_b_431",0,4.2516892712936626385321984e25,4.251689271293662724096e21,0,0.001,1,2,0,-2.1258446356468313192660992e25,-2.12584463564683149312e20,0,0.5,0,0,0,2.1258446356468313192660992e25,2.12584463564683149312e20,0,-0.5,0,0
"CMScatter_b_432",0,4.722906356637038421213184e25,4.722906356637039067136e21,0,0.001,1,2,0,-2.361453178318519210606592e25,-2.36145317831851900928e20,0,0.5,0,0,0,2.361453178318519210606592e25,2.36145317831851900928e20,0,-0.5,0,0
"CMScatter_b_433",0,5.2463486934866134724247552e25,5.246348693486613561344e21,0,0.001,1,2,0,-2.6231743467433067362123776e25,-2.6231743467433066496e20,0,0.5,0,0,0,2.6231743467433067362123776e25,2.6231743467433066496e20,0,-0.5,0,0
"CMScatter_b_434",0,5.8278044354975014024380416e25,5.827804435497502113792e21,0,0.001,1,2,0,-2.9139022177487507012190208e25,-2.91390221774875066368e20,0,0.5,0,0,0,2.9139022177487507012190208e25,2.91390221774875066368e20,0,-0.5,0,0
"CMScatter_b_435",0,6.4737032406119097665847296e25,6.473703240611910385664e21,0,0.001,1,2,0,-3.2368516203059548832923648e25,-3.23685162030595506176e20,0,0.5,0,0,0,3.2368516203059548832923648e25,3.23685162030595506176e20,0,-0.5,0,0
"CMScatter_b_436",0,7.1911873693358635075239936e25,7.191187369335863640064e21,0,0.001,1,2,0,-3.5955936846679317537619968e25,-3.59559368466793168896e20,0,0.5,0,0,0,3.5955936846679317537619968e25,3.59559368466793168896e20,0,-0.5,0,0
"CMScatter_b_437",0,7.9881906628774595431235584e25,7.988190662877460299776e21,0,0.001,1,2,0,-3.9940953314387297715617792e25,-3.9940953314387296256e20,0,0.5,0,0,0,3.9940953314387297715617792e25,3.9940953314387296256e20,0,-0.5,0,0
"CMScatter_b_438",0,8.8735262744761301364375552e25,8.873526274476130435072e21,0,0.001,1,2,0,-4.4367631372380650682187776e25,-4.43676313723806547968e20,0,0.5,0,0,0,4.4367631372380650682187776e25,4.43676313723806547968e20,0,-0.5,0,0
"CMScatter_b_439",0,9.8569841240438263475339264e25,9.856984124043827347456e21,0,0.001,1,2,0,-4.9284920620219131737669632e25,-4.92849206202191314944e20,0,0.5,0,0,0,4.9284920620219131737669632e25,4.92849206202191314944e20,0,-0.5,0,0
"CMScatter_b_440",0,1.0949439153758306134130688e26,1.0949439153758307090432e22,0,0.001,1,2,0,-5.474719576879153067065344e25,-5.474719576879153152e20,0,0.5,0,0,0,5.474719576879153067065344e25,5.474719576879153152e20,0,-0.5,0,0
"CMScatter_b_441",0,1.21629715816840083437256704e26,1.2162971581684008353792e22,0,0.001,1,2,0,-6.0814857908420041718628352e25,-6.08148579084200443904e20,0,0.5,0,0,0,6.0814857908420041718628352e25,6.08148579084200443904e20,0,-0.5,0,0
"CMScatter_b_442",0,1.35110004831685128658878464e26,1.3511000483168513949696e22,0,0.001,1,2,0,-6.7555002415842564329439232e25,-6.75550024158425645056e20,0,0.5,0,0,0,6.7555002415842564329439232e25,6.75550024158425645056e20,0,-0.5,0,0
"CMScatter_b_443",0,1.50084321771395117517635584e26,1.500843217713951145984e22,0,0.001,1,2,0,-7.5042160885697558758817792e25,-7.50421608856975572992e20,0,0.5,0,0,0,7.5042160885697558758817792e25,7.50421608856975572992e20,0,-0.5,0,0
"CMScatter_b_444",0,1.66718250581375026999590912e26,1.6671825058137502646272e22,0,0.001,1,2,0,-8.3359125290687513499795456e25,-8.33591252906875158528e20,0,0.5,0,0,0,8.3359125290687513499795456e25,8.33591252906875158528e20,0,-0.5,0,0
"CMScatter_b_445",0,1.85195726967742861632602112e26,1.851957269677428703232e22,0,0.001,1,2,0,-9.2597863483871430816301056e25,-9.25978634838714351616e20,0,0.5,0,0,0,9.2597863483871430816301056e25,9.25978634838714351616e20,0,-0.5,0,0
"CMScatter_b_446",0,2.05721072333170882388164608e26,2.0572107233317091278848e22,0,0.001,1,2,0,-1.02860536166585441194082304e26,-1.028605361665854406656e21,0,0.5,0,0,0,1.02860536166585441194082304e26,1.028605361665854406656e21,0,-0.5,0,0
"CMScatter_b_447",0,2.28521253134966555993440256e26,2.2852125313496655069184e22,0,0.001,1,2,0,-1.14260626567483277996720128e26,-1.142606265674832805888e21,0,0.5,0,0,0,1.14260626567483277996720128e26,1.142606265674832805888e21,0,-0.5,0,0
"CMScatter_b_448",0,2.53848390649065720304893952e26,2.5384839064906574594048e22,0,0.001,1,2,0,-1.26924195324532860152446976e26,-1.269241953245328572416e21,0,0.5,0,0,0,1.26924195324532860152446976e26,1.269241953245328572416e21,0,-0.5,0,0
"CMScatter_b_449",0,2.81982548892562184770420736e26,2.8198254889256221671424e22,0,0.001,1,2,0,-1.40991274446281092385210368e26,-1.409912744462810873856e21,0,0.5,0,0,0,1.40991274446281092385210368e26,1.409912744462810873856e21,0,-0.5,0,0
"CMScatter_b_450",0,3.13234831533249860693131264e26,3.1323483153324987908096e22,0,0.001,1,2,0,-1.56617415766624930346565632e26,-1.566174157666249342976e21,0,0.5,0,0,0,1.56617415766624930346565632e26,1.566174157666249342976e21,0,-0.5,0,0
"CMScatter_b_451",0,3.47950822031353824508116992e26,3.4795082203135383437312e22,0,0.001,1,2,0,-1.73975411015676912254058496e26,-1.739754110156769067008e21,0,0.5,0,0,0,1.73975411015676912254058496e26,1.739754110156769067008e21,0,-0.5,0,0
"CMScatter_b_452",0,3.86514405054098593888075776e26,3.8651440505409861844992e22,0,0.001,1,2,0,-1.93257202527049296944037888e26,-1.932572025270492987392e21,0,0.5,0,0,0,1.93257202527049296944037888e26,1.932572025270492987392e21,0,-0.5,0,0
"CMScatter_b_453",0,4.29352011419768452139712512e26,4.2935201141976849186816e22,0,0.001,1,2,0,-2.14676005709884226069856256e26,-2.146760057098842144768e21,0,0.5,0,0,0,2.14676005709884226069856256e26,2.146760057098842144768e21,0,-0.5,0,0
"CMScatter_b_454",0,4.76937333511281411207725056e26,4.7693733351128140087296e22,0,0.001,1,2,0,-2.38468666755640705603862528e26,-2.38468666755640721408e21,0,0.5,0,0,0,2.38468666755640705603862528e26,2.38468666755640721408e21,0,-0.5,0,0
"CMScatter_b_455",0,5.29796563301666670044512256e26,5.2979656330166667313152e22,0,0.001,1,2,0,-2.64898281650833335022256128e26,-2.6489828165083332608e21,0,0.5,0,0,0,2.64898281650833335022256128e26,2.6489828165083332608e21,0,-0.5,0,0
"CMScatter_b_456",0,5.88514210912821399133356032e26,5.8851421091282146033664e22,0,0.001,1,2,0,-2.94257105456410699566678016e26,-2.942571054564107091968e21,0,0.5,0,0,0,2.94257105456410699566678016e26,2.942571054564107091968e21,0,-0.5,0,0
"CMScatter_b_457",0,6.53739568048367307214290944e26,6.5373956804836730077184e22,0,0.001,1,2,0,-3.26869784024183653607145472e26,-3.268697840241836294144e21,0,0.5,0,0,0,3.26869784024183653607145472e26,3.268697840241836294144e21,0,-0.5,0,0
"CMScatter_b_458",0,7.2619388777236178524962816e26,7.2619388777236178927616e22,0,0.001,1,2,0,-3.6309694388618089262481408e26,-3.630969438861809156096e21,0,0.5,0,0,0,3.6309694388618089262481408e26,3.630969438861809156096e21,0,-0.5,0,0
"CMScatter_b_459",0,8.06678360026879932992847872e26,8.066783600268799901696e22,0,0.001,1,2,0,-4.03339180013439966496423936e26,-4.03339180013439942656e21,0,0.5,0,0,0,4.03339180013439966496423936e26,4.03339180013439942656e21,0,-0.5,0,0
"CMScatter_b_460",0,8.9608297108063666787319808e26,8.9608297108063668666368e22,0,0.001,1,2,0,-4.4804148554031833393659904e26,-4.480414855403183013888e21,0,0.5,0,0,0,4.4804148554031833393659904e26,4.480414855403183013888e21,0,-0.5,0,0
"CMScatter_b_461",0,9.95396344875229990073925632e26,9.953963448752299573248e22,0,0.001,1,2,0,-4.97698172437614995036962816e26,-4.976981724376149786624e21,0,0.5,0,0,0,4.97698172437614995036962816e26,4.976981724376149786624e21,0,-0.5,0,0
"CMScatter_b_462",0,1.105716675093255830510764032e27,1.10571667509325592526848e23,0,0.001,1,2,0,-5.52858337546627915255382016e26,-5.528583375466279206912e21,0,0.5,0,0,0,5.52858337546627915255382016e26,5.528583375466279206912e21,0,-0.5,0,0
"CMScatter_b_463",0,1.228263868833610221515440128e27,1.22826386883361019789312e23,0,0.001,1,2,0,-6.14131934416805110757720064e26,-6.141319344168051408896e21,0,0.5,0,0,0,6.14131934416805110757720064e26,6.141319344168051408896e21,0,-0.5,0,0
"CMScatter_b_464",0,1.364393036177075917591412736e27,1.3643930361770759159808e23,0,0.001,1,2,0,-6.82196518088537958795706368e26,-6.821965180885379579904e21,0,0.5,0,0,0,6.82196518088537958795706368e26,6.821965180885379579904e21,0,-0.5,0,0
"CMScatter_b_465",0,1.515609474807959204667588608e27,1.51560947480795929378816e23,0,0.001,1,2,0,-7.57804737403979602333794304e26,-7.578047374039796678656e21,0,0.5,0,0,0,7.57804737403979602333794304e26,7.578047374039796678656e21,0,-0.5,0,0
"CMScatter_b_466",0,1.683585315389674127190130688e27,1.68358531538967416799232e23,0,0.001,1,2,0,-8.41792657694837063595065344e26,-8.417926576948370210816e21,0,0.5,0,0,0,8.41792657694837063595065344e26,8.417926576948370210816e21,0,-0.5,0,0
"CMScatter_b_467",0,1.870178011756556517623463936e27,1.87017801175655646232576e23,0,0.001,1,2,0,-9.35089005878278258811731968e26,-9.350890058782782521344e21,0,0.5,0,0,0,9.35089005878278258811731968e26,9.350890058782782521344e21,0,-0.5,0,0
"CMScatter_b_468",0,2.077450880383913365614886912e27,2.07745088038391343218688e23,0,0.001,1,2,0,-1.038725440191956682807443456e27,-1.0387254401919566741504e22,0,0.5,0,0,0,1.038725440191956682807443456e27,1.0387254401919566741504e22,0,-0.5,0,0
"CMScatter_b_469",0,2.307695916258953730619080704e27,2.30769591625895393624064e23,0,0.001,1,2,0,-1.153847958129476865309540352e27,-1.1538479581294768422912e22,0,0.5,0,0,0,1.153847958129476865309540352e27,1.1538479581294768422912e22,0,-0.5,0,0
"CMScatter_b_470",0,2.563459137447383045198839808e27,2.56345913744738308063232e23,0,0.001,1,2,0,-1.281729568723691522599419904e27,-1.2817295687236915822592e22,0,0.5,0,0,0,1.281729568723691522599419904e27,1.2817295687236915822592e22,0,-0.5,0,0
"CMScatter_b_471",0,2.847568738612394853878726656e27,2.84756873861239496769536e23,0,0.001,1,2,0,-1.423784369306197426939363328e27,-1.4237843693061973999616e22,0,0.5,0,0,0,1.423784369306197426939363328e27,1.4237843693061973999616e22,0,-0.5,0,0
"CMScatter_b_472",0,3.163166364803822969629442048e27,3.16316636480382326276096e23,0,0.001,1,2,0,-1.581583182401911484814721024e27,-1.5815831824019115474944e22,0,0.5,0,0,0,1.581583182401911484814721024e27,1.5815831824019115474944e22,0,-0.5,0,0
"CMScatter_b_473",0,3.513741851338737159235436544e27,3.51374185133873712594944e23,0,0.001,1,2,0,-1.756870925669368579617718272e27,-1.7568709256693686468608e22,0,0.5,0,0,0,1.756870925669368579617718272e27,1.7568709256693686468608e22,0,-0.5,0,0
"CMScatter_b_474",0,3.903171813922311447953539072e27,3.90317181392231195475968e23,0,0.001,1,2,0,-1.951585906961155723976769536e27,-1.9515859069611557257216e22,0,0.5,0,0,0,1.951585906961155723976769536e27,1.9515859069611557257216e22,0,-0.5,0,0
"CMScatter_b_475",0,4.335762515733232093560307712e27,4.33576251573323234803712e23,0,0.001,1,2,0,-2.167881257866616046780153856e27,-2.1678812578666160062464e22,0,0.5,0,0,0,2.167881257866616046780153856e27,2.1678812578666160062464e22,0,-0.5,0,0
"CMScatter_b_476",0,4.816297485492022862554333184e27,4.81629748549202311380992e23,0,0.001,1,2,0,-2.408148742746011431277166592e27,-2.4081487427460113891328e22,0,0.5,0,0,0,2.408148742746011431277166592e27,2.4081487427460113891328e22,0,-0.5,0,0
"CMScatter_b_477",0,5.350090413066344016382001152e27,5.35009041306634447486976e23,0,0.001,1,2,0,-2.675045206533172008191000576e27,-2.6750452065331717341184e22,0,0.5,0,0,0,2.675045206533172008191000576e27,2.6750452065331717341184e22,0,-0.5,0,0
"CMScatter_b_478",0,5.943043907525635539359236096e27,5.94304390752563558875136e23,0,0.001,1,2,0,-2.971521953762817769679618048e27,-2.9715219537628177104896e22,0,0.5,0,0,0,2.971521953762817769679618048e27,2.9715219537628177104896e22,0,-0.5,0,0
"CMScatter_b_479",0,6.601714767383614737111580672e27,6.60171476738361561972736e23,0,0.001,1,2,0,-3.300857383691807368555790336e27,-3.3008573836918073065472e22,0,0.5,0,0,0,3.300857383691807368555790336e27,3.3008573836918073065472e22,0,-0.5,0,0
"CMScatter_b_480",0,7.333386484778025668090789888e27,7.3333864847780261920768e23,0,0.001,1,2,0,-3.666693242389012834045394944e27,-3.666693242389012676608e22,0,0.5,0,0,0,3.666693242389012834045394944e27,3.666693242389012676608e22,0,-0.5,0,0
"CMScatter_b_481",0,8.14614978532892057018564608e27,8.14614978532892146139136e23,0,0.001,1,2,0,-4.07307489266446028509282304e27,-4.0730748926644602273792e22,0,0.5,0,0,0,4.07307489266446028509282304e27,4.0730748926644602273792e22,0,-0.5,0,0
"CMScatter_b_482",0,9.048992094274345294580678656e27,9.04899209427434621370368e23,0,0.001,1,2,0,-4.524496047137172647290339328e27,-4.5244960471371724357632e22,0,0.5,0,0,0,4.524496047137172647290339328e27,4.5244960471371724357632e22,0,-0.5,0,0
"CMScatter_b_483",0,1.005189691818726168402591744e28,1.005189691818726215647232e24,0,0.001,1,2,0,-5.02594845909363084201295872e27,-5.025948459093630910464e22,0,0.5,0,0,0,5.02594845909363084201295872e27,5.025948459093630910464e22,0,-0.5,0,0
"CMScatter_b_484",0,1.1165954241223723923258998784e28,1.116595424122372481875968e24,0,0.001,1,2,0,-5.582977120611861961629499392e27,-5.5829771206118617382912e22,0,0.5,0,0,0,5.582977120611861961629499392e27,5.5829771206118617382912e22,0,-0.5,0,0
"CMScatter_b_485",0,1.2403483156648431775440175104e28,1.240348315664843167236096e24,0,0.001,1,2,0,-6.201741578324215887720087552e27,-6.2017415783242161717248e22,0,0.5,0,0,0,6.201741578324215887720087552e27,6.2017415783242161717248e22,0,-0.5,0,0
"CMScatter_b_486",0,1.377816808968050800852992e28,1.377816808968050800852992e24,0,0.001,1,2,0,-6.88908404484025400426496e27,-6.8890840448402538364928e22,0,0.5,0,0,0,6.88908404484025400426496e27,6.8890840448402538364928e22,0,-0.5,0,0
"CMScatter_b_487",0,1.5305210117992908363938136064e28,1.530521011799290875478016e24,0,0.001,1,2,0,-7.652605058996454181969068032e27,-7.6526050589964547129344e22,0,0.5,0,0,0,7.652605058996454181969068032e27,7.6526050589964547129344e22,0,-0.5,0,0
"CMScatter_b_488",0,1.7001495063146990648514576384e28,1.700149506314699030921216e24,0,0.001,1,2,0,-8.500747531573495324257288192e27,-8.5007475315734954901504e22,0,0.5,0,0,0,8.500747531573495324257288192e27,8.5007475315734954901504e22,0,-0.5,0,0
"CMScatter_b_489",0,1.8885780211694134080858750976e28,1.88857802116941337329664e24,0,0.001,1,2,0,-9.442890105847067040429375488e27,-9.4428901058470668664832e22,0,0.5,0,0,0,9.442890105847067040429375488e27,9.4428901058470668664832e22,0,-0.5,0,0
"CMScatter_b_490",0,2.0978901730680942639062188032e28,2.097890173068094417666048e24,0,0.001,1,2,0,-1.0489450865340471319531094016e28,-1.04894508653404714172416e23,0,0.5,0,0,0,1.0489450865340471319531094016e28,1.04894508653404714172416e23,0,-0.5,0,0
"CMScatter_b_491",0,2.330400507113005865001549824e28,2.330400507113005998145536e24,0,0.001,1,2,0,-1.165200253556502932500774912e28,-1.1652002535565030326272e23,0,0.5,0,0,0,1.165200253556502932500774912e28,1.1652002535565030326272e23,0,-0.5,0,0
"CMScatter_b_492",0,2.588680090726694689064353792e28,2.588680090726694895222784e24,0,0.001,1,2,0,-1.294340045363347344532176896e28,-1.29434004536334741405696e23,0,0.5,0,0,0,1.294340045363347344532176896e28,1.29434004536334741405696e23,0,-0.5,0,0
"CMScatter_b_493",0,2.8755849441633375675190607872e28,2.875584944163337489350656e24,0,0.001,1,2,0,-1.4377924720816687837595303936e28,-1.43779247208166877822976e23,0,0.5,0,0,0,1.4377924720816687837595303936e28,1.43779247208166877822976e23,0,-0.5,0,0
"CMScatter_b_494",0,3.194287621989473138163843072e28,3.194287621989473108099072e24,0,0.001,1,2,0,-1.597143810994736569081921536e28,-1.5971438109947366211584e23,0,0.5,0,0,0,1.597143810994736569081921536e28,1.5971438109947366211584e23,0,-0.5,0,0
"CMScatter_b_495",0,3.5483122947577895018880303104e28,3.548312294757789813702656e24,0,0.001,1,2,0,-1.7741561473788947509440151552e28,-1.7741561473788947726336e23,0,0.5,0,0,0,1.7741561473788947509440151552e28,1.7741561473788947726336e23,0,-0.5,0,0
"CMScatter_b_496",0,3.9415737188023277673982722048e28,3.94157371880232772960256e24,0,0.001,1,2,0,-1.9707868594011638836991361024e28,-1.97078685940116386480128e23,0,0.5,0,0,0,1.9707868594011638836991361024e28,1.97078685940116386480128e23,0,-0.5,0,0
"CMScatter_b_497",0,4.3784205250777472519882407936e28,4.378420525077747373965312e24,0,0.001,1,2,0,-2.1892102625388736259941203968e28,-2.1892102625388734185472e23,0,0.5,0,0,0,2.1892102625388736259941203968e28,2.1892102625388734185472e23,0,-0.5,0,0
"CMScatter_b_498",0,4.8636833057246932027253456896e28,4.863683305724693427781632e24,0,0.001,1,2,0,-2.4318416528623466013626728448e28,-2.43184165286234644545536e23,0,0.5,0,0,0,2.4318416528623466013626728448e28,2.43184165286234644545536e23,0,-0.5,0,0
"CMScatter_b_499",0,5.402728030095971877205835776e28,5.402728030095971851436032e24,0,0.001,1,2,0,-2.701364015047985938602917888e28,-2.70136401504798599282688e23,0,0.5,0,0,0,2.701364015047985938602917888e28,2.70136401504798599282688e23,0,-0.5,0,0
"CMScatter_b_500",0,6.0015153809105692544466944e28,6.001515380910569683943424e24,0,0.001,1,2,0,-3.0007576904552846272233472e28,-3.00075769045528464064512e23,0,0.5,0,0,0,3.0007576904552846272233472e28,3.00075769045528464064512e23,0,-0.5,0,0
"CMScatter_b_501",0,6.6666666666666051092984365056e28,6.666666666666605351534592e24,0,0.001,1,2,0,-3.3333333333333025546492182528e28,-3.33333333333330240733184e23,0,0.5,0,0,0,3.3333333333333025546492182528e28,3.33333333333330240733184e23,0,-0.5,0,0
